receipt_id,po_id,supplier_id,supplier_name,received_date,defect_rate_pct,fulfillment_ratio,delivery_delay_days,anomaly_score,is_anomaly
GR000275,PO000279,SUP006,CarbonEdge Ltd,2024-12-13,7.64,1.0,-2,-0.2427,0
GR000276,PO000280,SUP002,CopperPoint Metals,2024-12-19,4.28,1.0,7,-0.1686,0
GR000277,PO000281,SUP029,FilterTech Solutions,2024-12-14,5.96,0.9201,0,-0.1197,0
GR000278,PO000282,SUP010,FoamSeal Corp,2024-12-20,5.74,1.0,3,-0.2171,0
GR000279,PO000283,SUP006,CarbonEdge Ltd,2024-12-25,6.76,1.0,-1,-0.2638,0
GR000280,PO000284,SUP006,CarbonEdge Ltd,2025-01-01,2.35,1.0,0,-0.234,0
GR000281,PO000285,SUP030,WeldRight Corp,2024-12-26,2.93,1.0,-1,-0.255,0
GR000282,PO000286,SUP026,ToolMaster Hardware,2024-12-31,2.06,1.0,4,-0.1814,0
GR000283,PO000287,SUP019,SwiftFreight Logistics,2025-01-02,1.08,1.0,6,-0.0085,0
GR000284,PO000288,SUP013,CircuitVault Electronics,2025-01-03,1.72,1.0,-3,-0.2102,0
GR000285,PO000289,SUP024,CustomsClear Agency,2025-01-02,5.62,1.0,8,-0.0531,0
GR000286,PO000290,SUP023,CrossDock Systems,2024-12-26,1.49,1.0,-3,-0.1268,0
GR000287,PO000291,SUP004,RubberKing Compounds,2025-01-15,7.65,1.0,0,-0.2525,0
GR000288,PO000292,SUP012,StretchGuard Packaging,2025-01-10,3.98,1.0,-2,-0.2513,0
GR000289,PO000293,SUP010,FoamSeal Corp,2025-01-19,4.77,1.0,0,-0.2515,0
GR000290,PO000294,SUP018,SiliconBridge Inc,2025-01-27,7.06,1.0,0,-0.2574,0
GR000291,PO000295,SUP014,ChipNova Technologies,2025-02-03,25.66,1.0,7,-0.0678,0
GR000292,PO000296,SUP023,CrossDock Systems,2025-01-22,5.67,1.0,-3,-0.1469,0
GR000293,PO000297,SUP004,RubberKing Compounds,2025-02-02,6.64,1.0,-2,-0.2585,0
GR000294,PO000298,SUP012,StretchGuard Packaging,2025-02-01,5.66,1.0,2,-0.2336,0
GR000295,PO000299,SUP030,WeldRight Corp,2025-02-08,3.63,0.9268,0,-0.133,0
GR000296,PO000300,SUP015,SensorDynamics GmbH,2025-02-12,5.13,0.8353,-3,-0.0669,0
GR000297,PO000301,SUP007,PackRight Solutions,2025-02-13,27.17,1.0,6,-0.0632,0
GR000298,PO000302,SUP024,CustomsClear Agency,2025-02-01,1.28,1.0,-3,-0.0056,0
GR000299,PO000303,SUP017,MicroPulse Systems,2025-02-21,5.01,1.0,2,-0.2338,0
GR000300,PO000304,SUP025,SafetyFirst Supplies,2025-02-14,1.18,1.0,8,-0.1305,0
GR000301,PO000305,SUP011,PalletPro Logistics,2025-02-10,7.62,1.0,-3,-0.2205,0
GR000302,PO000306,SUP016,ConnectX Components,2025-02-21,6.95,1.0,0,-0.2585,0
GR000303,PO000307,SUP025,SafetyFirst Supplies,2025-02-26,7.76,1.0,0,-0.2507,0
GR000304,PO000308,SUP015,SensorDynamics GmbH,2025-03-08,7.94,1.0,-2,-0.2413,0
GR000305,PO000309,SUP006,CarbonEdge Ltd,2025-03-02,4.83,1.0,2,-0.2108,0
GR000306,PO000310,SUP023,CrossDock Systems,2025-02-22,2.2,1.0,-1,-0.1827,0
GR000307,PO000311,SUP029,FilterTech Solutions,2025-03-02,4.77,1.0,-2,-0.2288,0
GR000308,PO000312,SUP028,SpareMax Components,2025-03-08,6.05,1.0,5,-0.1988,0
GR000309,PO000313,SUP015,SensorDynamics GmbH,2025-03-13,2.3,1.0,-2,-0.239,0
GR000310,PO000314,SUP020,WareHouse Pro,2025-02-24,4.4,1.0,-2,-0.1738,0
GR000311,PO000315,SUP016,ConnectX Components,2025-03-12,7.72,1.0,-2,-0.2438,0
GR000312,PO000317,SUP029,FilterTech Solutions,2025-03-25,7.36,1.0,0,-0.2501,0
GR000313,PO000318,SUP030,WeldRight Corp,2025-04-09,3.79,1.0,8,-0.156,0
GR000314,PO000319,SUP016,ConnectX Components,2025-04-09,5.98,1.0,-1,-0.2656,0
GR000315,PO000320,SUP021,LastMile Express,2025-04-07,24.39,1.0,8,-0.0081,0
GR000316,PO000321,SUP022,ColdChain Solutions,2025-03-30,6.15,1.0,-1,-0.1734,0
GR000317,PO000322,SUP002,CopperPoint Metals,2025-04-12,2.57,1.0,-2,-0.2367,0
GR000318,PO000323,SUP010,FoamSeal Corp,2025-04-06,4.15,1.0,-3,-0.2275,0
GR000319,PO000324,SUP030,WeldRight Corp,2025-04-16,5.87,1.0,1,-0.2452,0
GR000320,PO000325,SUP002,CopperPoint Metals,2025-04-22,2.51,1.0,1,-0.2227,0
GR000321,PO000326,SUP019,SwiftFreight Logistics,2025-04-18,7.0,1.0,-2,-0.1867,0
GR000322,PO000327,SUP024,CustomsClear Agency,2025-04-20,4.98,1.0,-3,-0.0835,0
GR000323,PO000328,SUP002,CopperPoint Metals,2025-05-01,5.39,1.0,-1,-0.2656,0
GR000324,PO000329,SUP004,RubberKing Compounds,2025-05-04,2.84,1.0,-1,-0.2433,0
GR000325,PO000330,SUP025,SafetyFirst Supplies,2025-04-22,3.5,1.0,-2,-0.2562,0
GR000326,PO000331,SUP020,WareHouse Pro,2025-05-01,7.9,1.0,7,-0.0678,0
GR000327,PO000332,SUP003,AlumTech Global,2025-05-05,1.84,1.0,-2,-0.2451,0
GR000328,PO000333,SUP029,FilterTech Solutions,2025-05-03,1.73,1.0,0,-0.222,0
GR000329,PO000334,SUP017,MicroPulse Systems,2025-05-23,6.02,1.0,3,-0.2258,0
GR000330,PO000335,SUP022,ColdChain Solutions,2025-05-11,6.86,1.0,0,-0.2058,0
GR000331,PO000336,SUP004,RubberKing Compounds,2025-05-28,1.45,0.8647,3,-0.0585,0
GR000332,PO000337,SUP003,AlumTech Global,2025-05-22,1.16,1.0,-3,-0.2076,0
GR000333,PO000338,SUP026,ToolMaster Hardware,2025-05-22,5.94,1.0,0,-0.2627,0
GR000334,PO000339,SUP010,FoamSeal Corp,2025-05-19,4.51,1.0,-3,-0.2308,0
GR000335,PO000340,SUP002,CopperPoint Metals,2025-05-26,5.93,1.0,-3,-0.2153,0
GR000336,PO000341,SUP008,WrapMaster Inc,2025-05-19,5.88,1.0,-3,-0.2391,0
GR000337,PO000342,SUP008,WrapMaster Inc,2025-05-22,4.56,1.0,-2,-0.2555,0
GR000338,PO000343,SUP023,CrossDock Systems,2025-05-16,5.11,1.0,-1,-0.1997,0
GR000339,PO000344,SUP027,LubeWorks Industrial,2025-05-31,6.42,1.0,0,-0.2616,0
GR000340,PO000345,SUP023,CrossDock Systems,2025-05-21,2.13,1.0,-1,-0.1852,0
GR000341,PO000346,SUP024,CustomsClear Agency,2025-05-28,7.93,1.0,-1,-0.1737,0
GR000342,PO000347,SUP003,AlumTech Global,2025-06-05,0.73,0.8891,-2,-0.0715,0
GR000343,PO000348,SUP001,SteelCraft Industries,2025-06-08,1.9,1.0,0,-0.2424,0
GR000344,PO000349,SUP021,LastMile Express,2025-06-23,23.69,1.0,17,0.056,1
GR000345,PO000350,SUP023,CrossDock Systems,2025-06-03,5.95,1.0,-1,-0.1956,0
GR000346,PO000351,SUP001,SteelCraft Industries,2025-06-09,0.48,1.0,-2,-0.1971,0
GR000347,PO000352,SUP019,SwiftFreight Logistics,2025-06-14,6.26,1.0,-1,-0.1742,0
GR000348,PO000353,SUP023,CrossDock Systems,2025-06-17,4.9,0.9416,2,-0.0458,0
GR000349,PO000354,SUP012,StretchGuard Packaging,2025-06-22,7.75,1.0,0,-0.2508,0
GR000350,PO000355,SUP023,CrossDock Systems,2025-06-20,1.19,1.0,-2,-0.1082,0
GR000351,PO000356,SUP010,FoamSeal Corp,2025-06-25,3.88,1.0,0,-0.2505,0
GR000352,PO000357,SUP014,ChipNova Technologies,2025-08-01,23.98,0.8847,16,0.0339,1
GR000353,PO000358,SUP013,CircuitVault Electronics,2025-07-15,7.39,1.0,1,-0.2323,0
GR000354,PO000359,SUP019,SwiftFreight Logistics,2025-07-01,5.94,1.0,0,-0.1851,0
GR000355,PO000360,SUP016,ConnectX Components,2025-07-08,1.27,0.9354,-3,-0.1025,0
GR000356,PO000361,SUP022,ColdChain Solutions,2025-06-25,3.18,1.0,-3,-0.1577,0
GR000357,PO000362,SUP017,MicroPulse Systems,2025-07-19,5.13,0.8303,7,-0.0322,0
GR000358,PO000363,SUP015,SensorDynamics GmbH,2025-07-08,7.98,1.0,-1,-0.2504,0
GR000359,PO000364,SUP001,SteelCraft Industries,2025-07-14,1.59,1.0,0,-0.2382,0
GR000360,PO000365,SUP027,LubeWorks Industrial,2025-07-04,2.72,1.0,-3,-0.2232,0
GR000361,PO000366,SUP020,WareHouse Pro,2025-07-06,3.83,1.0,0,-0.1836,0
GR000362,PO000367,SUP029,FilterTech Solutions,2025-07-12,7.37,1.0,5,-0.1889,0
GR000363,PO000368,SUP022,ColdChain Solutions,2025-07-14,5.58,1.0,-2,-0.1864,0
GR000364,PO000369,SUP019,SwiftFreight Logistics,2025-07-18,6.3,1.0,0,-0.1759,0
GR000365,PO000370,SUP023,CrossDock Systems,2025-07-23,6.34,1.0,0,-0.1855,0
GR000366,PO000371,SUP029,FilterTech Solutions,2025-07-27,4.43,1.0,2,-0.2303,0
GR000367,PO000372,SUP021,LastMile Express,2025-08-07,25.32,0.8245,17,0.1287,1
GR000368,PO000373,SUP025,SafetyFirst Supplies,2025-07-26,1.29,1.0,1,-0.2098,0
GR000369,PO000374,SUP018,SiliconBridge Inc,2025-08-09,6.23,1.0,0,-0.2609,0
GR000370,PO000375,SUP015,SensorDynamics GmbH,2025-08-12,4.74,1.0,-1,-0.2659,0
GR000371,PO000376,SUP005,PlastiFlow Materials,2025-07-31,7.75,1.0,-1,-0.2516,0
GR000372,PO000377,SUP002,CopperPoint Metals,2025-08-01,2.25,1.0,-2,-0.2228,0
GR000373,PO000378,SUP020,WareHouse Pro,2025-07-27,7.65,1.0,-3,-0.1538,0
GR000374,PO000379,SUP007,PackRight Solutions,2025-08-02,24.85,0.869,-1,-0.0128,0
GR000375,PO000380,SUP011,PalletPro Logistics,2025-07-30,5.83,1.0,-1,-0.2617,0
GR000376,PO000381,SUP017,MicroPulse Systems,2025-08-16,7.91,1.0,-2,-0.2418,0
GR000377,PO000382,SUP026,ToolMaster Hardware,2025-08-05,5.19,1.0,-2,-0.2438,0
GR000378,PO000383,SUP016,ConnectX Components,2025-08-24,7.31,1.0,7,-0.1761,0
GR000379,PO000384,SUP029,FilterTech Solutions,2025-08-14,1.07,1.0,-3,-0.2046,0
GR000380,PO000385,SUP014,ChipNova Technologies,2025-09-03,28.81,1.0,4,-0.043,0
GR000381,PO000386,SUP018,SiliconBridge Inc,2025-08-29,6.37,1.0,-3,-0.239,0
GR000382,PO000387,SUP013,CircuitVault Electronics,2025-08-22,7.32,1.0,-3,-0.2311,0
GR000383,PO000388,SUP025,SafetyFirst Supplies,2025-08-20,7.6,1.0,-2,-0.2492,0
GR000384,PO000389,SUP011,PalletPro Logistics,2025-08-19,6.99,1.0,-2,-0.2553,0
GR000385,PO000390,SUP019,SwiftFreight Logistics,2025-08-14,7.19,1.0,0,-0.1988,0
GR000386,PO000391,SUP015,SensorDynamics GmbH,2025-09-13,7.97,1.0,4,-0.1966,0
GR000387,PO000392,SUP010,FoamSeal Corp,2025-08-25,3.12,1.0,-1,-0.2496,0
GR000388,PO000393,SUP017,MicroPulse Systems,2025-09-17,6.64,1.0,4,-0.2079,0
GR000389,PO000394,SUP006,CarbonEdge Ltd,2025-09-10,2.0,1.0,8,-0.1387,0
GR000390,PO000395,SUP014,ChipNova Technologies,2025-09-23,24.04,0.8631,13,0.0163,1
GR000391,PO000396,SUP024,CustomsClear Agency,2025-08-22,7.64,1.0,-3,-0.0042,0
GR000392,PO000397,SUP027,LubeWorks Industrial,2025-09-02,7.31,1.0,-1,-0.2608,0
GR000393,PO000398,SUP015,SensorDynamics GmbH,2025-09-11,4.54,1.0,2,-0.2307,0
GR000394,PO000399,SUP001,SteelCraft Industries,2025-09-17,1.47,1.0,-1,-0.2443,0
GR000395,PO000400,SUP020,WareHouse Pro,2025-09-06,2.72,1.0,-2,-0.1842,0
GR000396,PO000401,SUP002,CopperPoint Metals,2025-09-21,4.83,1.0,-1,-0.261,0
GR000397,PO000402,SUP011,PalletPro Logistics,2025-09-19,3.87,1.0,2,-0.2227,0
GR000398,PO000403,SUP010,FoamSeal Corp,2025-09-12,3.86,1.0,0,-0.2586,0
GR000399,PO000404,SUP017,MicroPulse Systems,2025-10-03,7.31,1.0,0,-0.2609,0
GR000400,PO000405,SUP028,SpareMax Components,2025-09-24,1.41,1.0,-1,-0.2406,0
GR000401,PO000406,SUP014,ChipNova Technologies,2025-10-02,20.69,0.7025,-1,0.0712,1
GR000402,PO000407,SUP027,LubeWorks Industrial,2025-09-27,7.38,1.0,0,-0.2573,0
GR000403,PO000408,SUP011,PalletPro Logistics,2025-09-26,7.37,1.0,-3,-0.2323,0
GR000404,PO000409,SUP029,FilterTech Solutions,2025-09-24,7.92,1.0,-1,-0.2272,0
GR000405,PO000410,SUP016,ConnectX Components,2025-10-04,3.52,0.8031,-3,-0.0255,0
GR000406,PO000411,SUP013,CircuitVault Electronics,2025-10-14,3.72,1.0,0,-0.2583,0
GR000407,PO000412,SUP021,LastMile Express,2025-09-24,23.18,0.8949,-1,0.0417,1
GR000408,PO000413,SUP006,CarbonEdge Ltd,2025-10-04,7.16,1.0,0,-0.2579,0
GR000409,PO000414,SUP028,SpareMax Components,2025-10-04,3.84,1.0,4,-0.2083,0
GR000410,PO000415,SUP017,MicroPulse Systems,2025-10-14,3.72,1.0,-3,-0.2367,0
GR000411,PO000416,SUP020,WareHouse Pro,2025-09-28,1.93,1.0,-2,-0.1442,0
GR000412,PO000417,SUP015,SensorDynamics GmbH,2025-10-22,5.99,1.0,-1,-0.2653,0
GR000413,PO000418,SUP020,WareHouse Pro,2025-10-05,4.24,1.0,0,-0.1452,0
GR000414,PO000419,SUP005,PlastiFlow Materials,2025-10-12,1.99,1.0,0,-0.2446,0
GR000415,PO000420,SUP004,RubberKing Compounds,2025-10-20,3.1,1.0,-2,-0.2533,0
GR000416,PO000421,SUP028,SpareMax Components,2025-10-18,3.36,0.8411,6,-0.0211,0
GR000417,PO000422,SUP024,CustomsClear Agency,2025-10-13,7.6,1.0,-1,-0.0454,0
GR000418,PO000423,SUP017,MicroPulse Systems,2025-11-04,2.91,1.0,0,-0.2551,0
GR000419,PO000424,SUP020,WareHouse Pro,2025-10-25,5.03,1.0,-1,-0.1796,0
GR000420,PO000425,SUP028,SpareMax Components,2025-10-30,7.08,1.0,-3,-0.2358,0
GR000421,PO000426,SUP013,CircuitVault Electronics,2025-11-21,5.29,1.0,-3,-0.2413,0
GR000422,PO000427,SUP010,FoamSeal Corp,2025-11-09,3.76,1.0,-1,-0.2523,0
GR000423,PO000428,SUP002,CopperPoint Metals,2025-11-14,7.09,1.0,0,-0.2467,0
GR000424,PO000429,SUP025,SafetyFirst Supplies,2025-11-10,2.05,1.0,-3,-0.2149,0
GR000425,PO000430,SUP016,ConnectX Components,2025-11-26,7.36,1.0,0,-0.2607,0
GR000426,PO000431,SUP025,SafetyFirst Supplies,2025-11-14,3.03,1.0,0,-0.2557,0
GR000427,PO000432,SUP004,RubberKing Compounds,2025-11-22,2.06,1.0,-2,-0.224,0
GR000428,PO000433,SUP020,WareHouse Pro,2025-11-21,3.87,1.0,5,-0.1329,0
GR000429,PO000434,SUP009,BoxWorks International,2025-11-17,2.97,1.0,-1,-0.2545,0
GR000430,PO000435,SUP014,ChipNova Technologies,2025-12-08,19.16,0.7735,10,0.0512,1
GR000431,PO000436,SUP009,BoxWorks International,2025-12-02,2.19,0.9028,-1,-0.0931,0
GR000432,PO000437,SUP011,PalletPro Logistics,2025-12-08,5.09,0.9036,5,-0.0607,0
GR000433,PO000438,SUP002,CopperPoint Metals,2025-12-19,4.97,1.0,-2,-0.26,0
GR000434,PO000439,SUP021,LastMile Express,2025-12-26,19.62,0.7654,16,0.1146,1
GR000435,PO000440,SUP022,ColdChain Solutions,2025-12-18,6.54,1.0,0,-0.1872,0
GR000436,PO000441,SUP020,WareHouse Pro,2025-12-28,6.55,1.0,4,-0.1441,0
GR000437,PO000442,SUP027,LubeWorks Industrial,2025-12-31,7.24,1.0,-3,-0.2297,0
GR000438,PO000443,SUP002,CopperPoint Metals,2026-01-03,2.96,1.0,2,-0.2162,0
GR000439,PO000444,SUP030,WeldRight Corp,2026-01-03,2.17,1.0,-2,-0.2448,0
GR000440,PO000445,SUP029,FilterTech Solutions,2026-01-04,7.97,1.0,-2,-0.243,0
GR000441,PO000446,SUP025,SafetyFirst Supplies,2026-01-02,3.33,1.0,0,-0.2568,0
GR000442,PO000447,SUP014,ChipNova Technologies,2026-01-21,24.88,0.6797,-1,0.058,1
GR000443,PO000448,SUP007,PackRight Solutions,2026-01-16,18.43,1.0,10,-0.0446,0
GR000444,PO000449,SUP008,WrapMaster Inc,2026-01-10,4.59,1.0,-1,-0.2668,0
GR000445,PO000450,SUP010,FoamSeal Corp,2026-01-06,1.74,1.0,-2,-0.2374,0
GR000446,PO000451,SUP008,WrapMaster Inc,2026-01-08,4.42,1.0,-3,-0.2412,0
GR000447,PO000452,SUP025,SafetyFirst Supplies,2026-01-18,1.59,1.0,-3,-0.2069,0
GR000448,PO000453,SUP014,ChipNova Technologies,2026-02-09,28.75,1.0,5,-0.0366,0
GR000449,PO000454,SUP006,CarbonEdge Ltd,2026-01-23,3.61,1.0,-1,-0.2624,0
GR000450,PO000455,SUP010,FoamSeal Corp,2026-01-20,3.03,1.0,0,-0.2435,0
GR000451,PO000456,SUP001,SteelCraft Industries,2026-01-31,0.75,1.0,-1,-0.2115,0
GR000452,PO000457,SUP009,BoxWorks International,2026-01-21,5.38,1.0,-3,-0.2413,0
